company_name,position_title,skills,min_experience,education,seniority,description_length,skills_count
Alliance Healthcare Foundation,Sr. Director of Strategy & External Relations,"[""excel"", ""rest"", ""go"", ""creativity"", ""leadership"", ""rust""]",5.0,,senior,1354,6
Circle,"Manager, Business Strategy And Operations","[""critical thinking"", ""excel"", ""git"", ""communication"", ""attention to detail"", ""go"", ""api"", ""leadership""]",5.0,,senior,4384,8
Qualcomm,"Director / Sr Director, Strategic Operations Management (Product ...","[""critical thinking"", ""excel"", ""git"", ""communication"", ""sap"", ""sem"", ""time management"", ""negotiation"", ""teamwork"", ""go"", ""api"", ""creativity"", ""medical"", ""leadership"", ""rust""]",5.0,bachelor,senior,6367,15
ServiceNow,Staff Strategic Operations Manager,"[""critical thinking"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""creativity"", ""leadership""]",5.0,master,senior,6732,9
Sunrise Systems Inc,Project Manager - Strategy & Operations Transformation Lead,"[""crm"", ""excel"", ""time management"", ""adaptability"", ""salesforce"", ""medical"", ""leadership""]",5.0,,senior,935,7
Rocket Pharmaceuticals,"Vice President, Head of Global Medical Affairs","[""gcp"", ""excel"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""go"", ""api"", ""creativity"", ""medical"", ""leadership"", ""clinical""]",8.0,,manager,5335,12
GPAC,PCA & ESA (Phase 1 & 2) Vice President,"[""excel"", ""communication"", ""aws""]",12.0,,executive,2078,3
Spire Learning,Vice President/Sr. Director Business Development - CME,"[""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""creativity"", ""medical"", ""leadership"", ""clinical""]",5.0,bachelor,senior,3629,9
Molina Healthcare,"VP, Healthcare Services","[""nursing"", ""auditing"", ""critical thinking"", ""communication"", ""teamwork"", ""rest"", ""go"", ""medical"", ""leadership"", ""clinical""]",5.0,master,senior,4384,10
Pepper Pike Capital Partners LLC,Vice President of Operations - Indianapolis & St. Louis,"[""critical thinking"", ""communication"", ""time management"", ""go"", ""api"", ""financial analysis"", ""leadership""]",8.0,,manager,1834,7
Cynet Systems,Senior Embedded C++ Developer,"[""time management"", ""critical thinking""]",5.0,,senior,2328,2
"Technology Consulting, Inc.",C++ Embedded Engineer,"[""time management"", ""critical thinking"", ""medical""]",1.0,,,2148,3
Talent Search PRO,"Specialist, Embedded C++ Software Engineer","[""critical thinking"", ""communication"", ""leadership""]",1.0,master,junior,1819,3
Forward Air,Owner Operators Just Announced: Largest rate increase in Forward...,"[""sem""]",0.0,,,1213,1
Red Robin,Hosts / Hostesses,"[""rest"", ""adaptability"", ""go""]",1.0,,,2356,3
SYNERGY HomeCare of Clifton-Secaucus,Astonishing Homecare Drivers,"[""communication"", ""adaptability"", ""go"", ""cpr"", ""medical""]",2.0,,,1934,5
ClearanceJobs,C++ Embedded Engineer with Security Clearance,"[""time management"", ""critical thinking"", ""medical""]",1.0,,,2374,3
Randstad Technologies,Software Engineering,"[""time management"", ""critical thinking"", ""medical""]",1.0,bachelor,,2925,3
Provident Bank,Banking Center Supervisor,"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""adaptability"", ""go"", ""leadership""]",5.0,high school,senior,4940,7
Digital Performance Marketing Group,Application Development -L6,"[""critical thinking"", ""time management"", ""go"", ""api"", ""leadership"", ""rust""]",2.0,bachelor,,3516,6
Build Zoom,Project Manager,"[""excel"", ""communication"", ""aws"", ""teamwork"", ""leadership""]",8.0,,manager,3057,5
 Johnson Creek Development,Commercial Construction Manager,"[""seo"", ""communication"", ""sem"", ""go"", ""medical"", ""leadership""]",8.0,bachelor,manager,2782,6
DeliverHealth,Corporate Recruiter (Remote),"[""excel"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""go"", ""problem solving"", ""leadership"", ""rust""]",0.0,,intern,4632,9
Axon,Technical Sourcing Recruiter (US Remote),"[""excel"", ""communication"", ""time management"", ""attention to detail"", ""rest"", ""creativity"", ""leadership""]",5.0,,senior,4049,7
CareRev,Corporate Recruiter,"[""excel"", ""social media"", ""sem"", ""communication"", ""time management"", ""negotiation"", ""go"", ""api"", ""medical"", ""rust""]",8.0,,manager,4073,10
GoDaddy,Senior Tech Recruiter (Remote),"[""time management"", ""teamwork"", ""attention to detail"", ""go"", ""creativity"", ""medical""]",5.0,,senior,3499,6
Oomnitza,Full-Cycle Recruiter (Remote),"[""critical thinking"", ""api"", ""go"", ""creativity"", ""rust""]",8.0,,manager,2995,5
DISQO,Senior Corporate Recruiter (Contract) - (Remote - US),"[""critical thinking"", ""git"", ""social media"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""attention to detail"", ""adaptability"", ""go"", ""creativity"", ""medical"", ""leadership"", ""rust""]",5.0,,senior,5069,14
Edlabs,Data Analytics Senior Mangager,"[""oracle"", ""critical thinking"", ""leadership"", ""time management"", ""hipaa"", ""problem solving""]",5.0,bachelor,senior,2654,6
MCPc,Marketing Intern,"[""excel"", ""git"", ""communication"", ""time management"", ""teamwork"", ""go"", ""api"", ""creativity"", ""leadership"", ""rust""]",0.0,master,intern,3201,10
Absolutely Amazing Travel,Marketing Intern,"[""excel"", ""social media"", ""communication""]",0.0,,intern,276,3
AEG,Marketing Communications Intern - Fall 2023,"[""communication"", ""social media"", ""time management"", ""adaptability"", ""go"", ""spring"", ""creativity""]",0.0,master,intern,6509,7
Cleveland Metroparks,Marketing Intern,"[""google analytics"", ""critical thinking"", ""git"", ""social media"", ""communication"", ""digital marketing"", ""teamwork"", ""time management"", ""adaptability"", ""go"", ""creativity""]",0.0,,intern,2810,11
Health Action Council Ohio,Marketing & Communications Intern,"[""excel"", ""social media"", ""communication"", ""time management"", ""teamwork"", ""adaptability"", ""go""]",0.0,undergraduate,intern,2576,7
Biblionasium.com,Digital Marketing Internship at EdTech Start-up,"[""git"", ""social media"", ""communication"", ""digital marketing"", ""time management"", ""rest"", ""go"", ""content marketing""]",0.0,,intern,2955,8
Matthews Real Estate Investment Services™,Sales Intern (CLE),"[""crm"", ""excel"", ""communication"", ""time management"", ""lead generation"", ""teamwork"", ""adaptability"", ""go"", ""cold calling"", ""leadership""]",0.0,bachelor,intern,2788,10
Great Lakes Publishing,Advertising Design Intern - 2022,"[""adaptability"", ""communication"", ""sem""]",0.0,,intern,716,3
JB Associates,Social Media and Marketing Intern,"[""social media""]",0.0,,intern,672,1
Behaviorally,VP Client Development,"[""excel"", ""git"", ""communication"", ""sem"", ""redis"", ""rest"", ""go"", ""medical"", ""leadership""]",5.0,bachelor,senior,4897,9
Digitas North America,"Senior Analyst, ECommerce, Search Marketing","[""account management"", ""critical thinking"", ""git"", ""excel"", ""communication"", ""sem"", ""teamwork"", ""attention to detail"", ""go"", ""creativity"", ""leadership""]",3.0,,mid,3693,11
Aspire Partners USA,Fractional CEO - B2B - Remote,"[""rest"", ""problem solving"", ""go""]",12.0,,executive,2660,3
CECP,Executive Assistant to the CEO,"[""crm"", ""critical thinking"", ""excel"", ""communication"", ""time management"", ""rest"", ""attention to detail"", ""quickbooks"", ""adaptability"", ""go"", ""salesforce"", ""leadership"", ""rust""]",5.0,,senior,5102,13
Juno Search Partners - Open Positions,Executive Assistant to CEO,"[""excel"", ""communication"", ""time management"", ""attention to detail"", ""leadership""]",5.0,master,senior,2361,5
New York Public Radio,Chief Executive Officer,"[""excel"", ""git"", ""communication"", ""time management"", ""teamwork"", ""go"", ""api"", ""creativity"", ""leadership"", ""rust""]",5.0,,senior,8921,10
Handshake,"Senior Strategy Lead, Office of the CEO","[""critical thinking"", ""excel"", ""communication"", ""sql"", ""teamwork"", ""rest"", ""attention to detail"", ""adaptability"", ""go"", ""api"", ""medical"", ""spring"", ""leadership"", ""rust""]",5.0,master,senior,6888,14
Juliet,CEO/Co-Founder,"[""critical thinking"", ""excel"", ""time management"", ""creativity"", ""go"", ""leadership""]",5.0,,senior,5102,6
ChatterBoss,Executive Assistant to CEO at Chartis Federal (Hybrid: Remote ...,"[""excel"", ""communication"", ""time management"", ""adaptability"", ""go""]",5.0,bachelor,senior,3121,5
Systems Administrator,"The Judge Group  New York, NY","[""azure"", ""communication"", ""aws"", ""teamwork"", ""go""]",8.0,bachelor,manager,3419,5
Adorama,Systems Administrator,"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""go"", ""creativity"", ""problem solving""]",8.0,,manager,2034,7
Talent,Sr. System Administrator,"[""oracle"", ""critical thinking"", ""communication"", ""sap"", ""java"", ""time management"", ""go""]",5.0,bachelor,senior,4384,7
"The Computer Merchant, Ltd",Systems administrator,"[""critical thinking"", ""time management"", ""adaptability"", ""go"", ""medical"", ""problem solving""]",8.0,bachelor,manager,2542,6
Penske Media Corporation,Systems Administrator,"[""critical thinking"", ""git"", ""communication"", ""aws"", ""rest"", ""attention to detail"", ""go"", ""api"", ""creativity"", ""medical"", ""leadership""]",8.0,,manager,5925,11
Imagine     United States Remote,Business Development Executive,"[""account management"", ""git"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""attention to detail"", ""go"", ""creativity"", ""salesforce""]",3.0,master,mid,3019,10
YipitData,Business Development Executive,"[""tax"", ""critical thinking"", ""communication"", ""sem"", ""adaptability"", ""go"", ""financial analysis"", ""problem solving"", ""leadership"", ""rust""]",5.0,master,senior,4420,10
Usc Consulting Group Lp,Business Development Executive /Remote with Travel/ - with Growth...,"[""excel"", ""time management"", ""creativity"", ""cold calling"", ""leadership""]",5.0,,senior,3351,5
NBA (National Basketball Association),"Global Business Development, Business Solutions Specialist","[""critical thinking"", ""git"", ""brand management"", ""social media"", ""communication"", ""time management"", ""negotiation"", ""rest"", ""attention to detail"", ""teamwork"", ""go"", ""creativity"", ""medical""]",5.0,bachelor,senior,4562,13
"Mackinnon Bruce International (Staffing Agency)   New Jersey, United States   Hybrid",Senior Accountant,"[""oracle"", ""critical thinking"", ""excel"", ""sap"", ""go"", ""leadership""]",5.0,,senior,1724,6
"Atlantic Group (Staffing Agency)  Monmouth County, NJ On-site ",Assistant Controller- Construction Industry,"[""time management"", ""excel"", ""gaap"", ""communication""]",8.0,bachelor,manager,963,4
Liberty Mutual Insurance  United States    Remote,Sr Accountant,"[""critical thinking"", ""communication"", ""rest"", ""go"", ""creativity"", ""financial reporting"", ""leadership""]",5.0,master,senior,2746,7
LHH,Assistant Controller,"[""attention to detail"", ""excel"", ""rest"", ""critical thinking""]",8.0,bachelor,manager,1834,4
"CoventBridge Group  Columbus, OH On-site",Investigator - Network Services,"[""sem"", ""adaptability"", ""attention to detail"", ""go"", ""medical""]",1.0,bachelor,junior,2616,5
U.S. Secretary of the Treasury,Criminal Investigator (Special Agent),"[""tax"", ""critical thinking"", ""rest"", ""go"", ""leadership""]",2.0,,,2754,5
MSI Systems Corp.,"Senior Accountant - Florham Park, NJ","[""critical thinking"", ""excel"", ""communication"", ""sem"", ""gaap"", ""quickbooks""]",5.0,bachelor,senior,1376,6
"Tractor Supply Company    Ohio, United States   Remote ", Construction Project Manager,"[""seo"", ""communication"", ""time management"", ""negotiation"", ""go"", ""budgeting""]",8.0,bachelor,manager,3219,6
Harris    United States    Remote,Construction Project Manager,"[""creativity"", ""communication"", ""leadership""]",8.0,bachelor,manager,1675,3
Redfin,Real Estate Agent - Cleveland (Future Opportunities),"[""communication"", ""sem"", ""negotiation"", ""teamwork"", ""go"", ""medical"", ""leadership""]",5.0,,senior,4394,7
Tier2Tek Real Estate Jobs,"Real Estate Sales Agent (Draw + Commission) Remote - Cleveland, OH","[""crm"", ""communication"", ""go""]",1.0,,junior,2270,3
RED Diamond Realty,Real Estate Agent,"[""leadership"", ""go""]",5.0,,senior,1322,2
Triv Team,Entry Level Real Estate Agent,"[""communication"", ""rest"", ""go"", ""budgeting"", ""leadership""]",1.0,bachelor,junior,2092,5
Divvy Homes,Senior Real Estate Agent (Cleveland),"[""rest"", ""adaptability""]",5.0,,senior,1617,2
City National Bank    United States    Remote,Card Fraud/Servcg Spec,"[""excel"", ""git"", ""communication"", ""sap"", ""time management"", ""adaptability"", ""go"", ""leadership""]",5.0,bachelor,senior,4745,8
Jack Henry & Associates  United States    Remote ,Remote Fraud Support Call Center Representative (CCC),"[""git"", ""go""]",3.0,,mid,2837,2
Johns Hopkins Medicine,Youth Career Coach,"[""communication"", ""hipaa"", ""time management"", ""rest"", ""go"", ""medical"", ""problem solving""]",3.0,master,mid,4321,7
Jewish Community Services,Career Coach,"[""tax"", ""excel"", ""communication"", ""rest"", ""adaptability"", ""go""]",2.0,master,,2419,6
Columbia University,Executive Assistant - Cardiology,"[""critical thinking"", ""excel"", ""communication"", ""sem"", ""time management"", ""rest"", ""adaptability"", ""go"", ""medical""]",3.0,bachelor,mid,5125,9
Directv,Executive Assistant,"[""time management"", ""communication"", ""sem"", ""creativity""]",8.0,high school,manager,2732,4
Lear Corporation,Customer Service Representative,"[""communication"", ""rust""]",1.0,high school,junior,1265,2
Rockland,E-Commerce Account Manager,"[""account management"", ""excel"", ""communication"", ""negotiation"", ""attention to detail"", ""teamwork"", ""go"", ""rust""]",8.0,,manager,1881,8
New York & Company,Sr. Manager E-Commerce Operations (Monsey),"[""seo"", ""google analytics"", ""tax"", ""excel"", ""git"", ""communication"", ""critical thinking"", ""digital marketing"", ""teamwork"", ""attention to detail"", ""time management"", ""go"", ""leadership""]",5.0,bachelor,senior,3090,13
Allegion Plc,"Senior Director, Sales - Retail & E-Commerce (Monsey)","[""communication"", ""sem"", ""time management"", ""teamwork"", ""sales strategy"", ""go"", ""api"", ""budgeting"", ""leadership""]",5.0,master,senior,7958,9
MSNBC,"Vice President, Marketing","[""account management"", ""git"", ""communication"", ""time management"", ""teamwork"", ""go"", ""creativity"", ""leadership""]",5.0,bachelor,senior,5771,8
"Localize.city, Inc.",VP Marketing,"[""crm"", ""critical thinking"", ""email marketing"", ""social media"", ""sem"", ""time management"", ""teamwork"", ""go"", ""creativity"", ""content marketing"", ""leadership"", ""rust""]",5.0,,senior,3106,12
BlackRock,"Integrated Marketing, VP (Retirement Group)","[""email marketing"", ""git"", ""communication"", ""sem"", ""time management"", ""lead generation"", ""rest"", ""teamwork"", ""adaptability"", ""go"", ""creativity"", ""content marketing"", ""leadership"", ""problem solving""]",5.0,,senior,5565,14
NBC,"Vice President, Marketing, MSNBC","[""account management"", ""git"", ""communication"", ""time management"", ""teamwork"", ""go"", ""creativity"", ""leadership""]",5.0,bachelor,senior,5676,8
Kashable,Vice president marketing,"[""seo"", ""critical thinking"", ""git"", ""digital marketing"", ""teamwork"", ""attention to detail"", ""go"", ""creativity"", ""leadership""]",5.0,,senior,3654,9
Citigroup Inc,"Senior Business Associate, VP","[""critical thinking"", ""excel"", ""communication"", ""time management"", ""rest"", ""go"", ""api"", ""leadership""]",1.0,master,junior,5261,8
Guggenheim Museum,"Associate, Corporate Development","[""crm"", ""excel"", ""communication"", ""rest"", ""go"", ""salesforce"", ""leadership""]",1.0,bachelor,junior,5225,7
Extell Development Company,Development Associate,"[""critical thinking"", ""excel"", ""communication"", ""negotiation"", ""go"", ""api"", ""medical""]",1.0,master,junior,3506,7
The Asian American Foundation,Development Associate,"[""crm"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""api"", ""salesforce"", ""problem solving"", ""leadership""]",1.0,bachelor,junior,3803,9
REFORM Alliance,"Development Associate, Philanthropy","[""crm"", ""excel"", ""git"", ""communication"", ""aws"", ""time management"", ""attention to detail"", ""go"", ""salesforce"", ""leadership""]",0.0,,intern,4872,10
Propel,Business Development Associate,"[""critical thinking"", ""excel"", ""git"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""problem solving""]",1.0,,junior,3118,10
Azzure Home,Product Development Associate in NYC,"[""time management"", ""teamwork"", ""go"", ""api""]",1.0,,junior,1537,4
Central Synagogue,Development Associate,"[""excel"", ""communication"", ""sem"", ""teamwork"", ""attention to detail"", ""adaptability"", ""go"", ""salesforce"", ""problem solving""]",1.0,bachelor,junior,6458,9
Bank of America,Biotech Equity Research Associate,"[""leadership"", ""medical"", ""go""]",0.0,bachelor,intern,1654,3
Wedbush Securities,"Equity Research Associate, Biotechnology","[""critical thinking"", ""excel"", ""communication"", ""redis"", ""creativity"", ""api"", ""medical""]",1.0,bachelor,junior,2463,7
BMO Capital Markets Corp.,Equity Research Associate - Biotechnology,"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""rest"", ""attention to detail"", ""go"", ""api"", ""leadership""]",1.0,phd,junior,4955,9
Testing,test,[],,,,15,0
"Salem Media of Ohio, Inc.",Broadcast Media Sales,"[""critical thinking"", ""email marketing"", ""git"", ""social media"", ""go"", ""problem solving""]",8.0,bachelor,manager,2147,6
Zebra Technologies,Dir Software Solutions Sales Senior,"[""excel"", ""communication"", ""time management"", ""lead generation"", ""teamwork"", ""go"", ""api"", ""problem solving"", ""leadership""]",5.0,bachelor,senior,6327,9
American Chemical Society,"Business Analyst, ACS Publications Sales","[""critical thinking"", ""excel"", ""communication"", ""sql"", ""time management"", ""go"", ""leadership""]",5.0,master,senior,3622,7
Tapestry,Art director,"[""git"", ""communication"", ""social media"", ""time management"", ""go"", ""creativity"", ""rust""]",5.0,bachelor,senior,6222,7
BET,Art Director,"[""git"", ""communication"", ""teamwork"", ""go"", ""creativity"", ""leadership""]",1.0,,junior,5595,6
Group SJR,Senior Art Director,"[""excel"", ""git"", ""social media"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""creativity"", ""content marketing"", ""leadership"", ""rust""]",5.0,,senior,5293,13
"Marsh & McLennan Companies, Inc.",Video Art Director,"[""git"", ""social media"", ""communication"", ""time management"", ""creativity"", ""leadership""]",5.0,bachelor,senior,3834,6
The Ohio State University Wexner Medical Center,Program Coordinator,"[""rest"", ""sem""]",0.0,master,intern,2708,2
Columbus City Schools,Program Coordinator - Adult And Community Education,"[""critical thinking"", ""communication"", ""sem"", ""time management"", ""go"", ""leadership""]",3.0,bachelor,mid,6287,6
Steiner NYC LLC,Executive Assistant to CEO,"[""excel"", ""communication"", ""time management"", ""attention to detail"", ""go""]",5.0,,senior,2562,5
CA Department of Corrections & Rehabilitation,EXECUTIVE ASSISTANT,"[""communication"", ""sem"", ""teamwork"", ""rest"", ""go"", ""medical"", ""rust""]",5.0,,senior,9070,7
Fanatics,Executive Assistant - New York Office,"[""git"", ""leadership""]",12.0,,executive,328,2
Mini-Circuits Job Opportunities,Executive Administrator,"[""excel"", ""communication"", ""sem"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""creativity"", ""leadership""]",3.0,bachelor,mid,6033,10
Dealmed,Executive Assistant,"[""time management"", ""attention to detail"", ""rest"", ""communication""]",8.0,,manager,1863,4
LanceSoft Inc,Executive Assistant,"[""excel"", ""sem"", ""api""]",1.0,high school,junior,2986,3
ABC,Executive Assistant to President,"[""communication"", ""sap"", ""time management"", ""teamwork"", ""rest"", ""attention to detail"", ""adaptability"", ""go"", ""creativity"", ""leadership""]",3.0,bachelor,mid,5622,10
Foot Locker,Sales Associate,"[""seo"", ""excel"", ""adaptability"", ""go""]",1.0,,junior,2031,4
Plantlife Cannabis,Sales Associate - Dalhousie,"[""social media"", ""adaptability"", ""go"", ""api"", ""leadership""]",1.0,,junior,1969,5
Hertz,Customer Service Sales Associate,"[""time management"", ""communication"", ""sem""]",1.0,,junior,1758,3
Urban Barn,Part-Time Sales Associate | Crowfoot,"[""teamwork"", ""adaptability"", ""communication""]",1.0,,junior,1893,3
WOW! mobile boutique,Sales Associate Full Time - Market Mall,"[""excel"", ""communication"", ""rest"", ""go"", ""creativity"", ""rust""]",1.0,,junior,3748,6
One Stop Convenience & Grocery Store,sales associate,[],1.0,high school,junior,753,0
EG -,Retail Sales Assistant,"[""time management""]",1.0,,junior,727,1
Torrid,Sales Associate,"[""time management"", ""adaptability"", ""sem""]",1.0,,junior,2092,3
"The TJX Companies, Inc.  Columbus, OH   On-site",Loss Prevention (LP) Detective,"[""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management"", ""rest"", ""adaptability"", ""go""]",1.0,,junior,3495,8
Equal Employment Opportunity Commission,Investigator Support Assistant (OA),"[""communication"", ""sem"", ""aws"", ""time management"", ""rest"", ""go""]",12.0,high school,executive,5233,6
Pickerington Local School District,Special education coordinator,"[""go"", ""aws""]",5.0,,senior,1002,2
Franklin University,"Field Placement Coordinator, School of Education","[""attention to detail"", ""adaptability"", ""go"", ""clinical""]",8.0,phd,manager,3821,4
AMB,Data Entry Operator Remote (Remote),[],1.0,,junior,1226,0
Armanino,Data Entry Specialist,"[""crm"", ""tax"", ""excel"", ""aws"", ""time management"", ""rest"", ""go"", ""api"", ""creativity""]",8.0,bachelor,manager,3975,9
"Dimech Services, Inc",Data Entry Operator - REMOTE,"[""excel"", ""git"", ""communication"", ""time management"", ""go""]",3.0,master,mid,1868,5
Rubber-Cal,Data Entry - Work from Home - International Applicants Accepted,"[""crm"", ""excel"", ""communication"", ""aws"", ""time management"", ""attention to detail"", ""adaptability"", ""go"", ""leadership"", ""rust""]",3.0,,mid,3097,10
Hallmark,Retail Sales Associate (part-time) - 162,"[""rest"", ""communication"", ""adaptability"", ""go""]",1.0,high school,junior,5349,4
Noble People,Content Creator,"[""seo"", ""tax"", ""excel"", ""git"", ""social media"", ""sem"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""creativity"", ""api"", ""medical"", ""problem solving""]",8.0,,manager,4982,15
Major League Baseball,Live Content Creator (Seasonal),"[""adaptability"", ""social media"", ""creativity"", ""communication""]",1.0,,,2336,4
Bespoke Post,Social Content Creator (TikTok & Reels Specialist),"[""critical thinking"", ""social media"", ""communication"", ""teamwork"", ""go"", ""creativity""]",3.0,,mid,1566,6
Michael Page International Inc.,Large Law Real Estate Associate Attorney,"[""tax"", ""git"", ""excel"", ""communication"", ""go"", ""medical""]",1.0,,junior,2293,6
BCG Attorney Search,Commercial Litigation Attorney,"[""excel"", ""adaptability""]",1.0,,,929,2
TrialSpark,Commercial Contracts Attorney,"[""time management"", ""attention to detail"", ""rest"", ""adaptability"", ""go"", ""api"", ""clinical""]",2.0,,,2827,7
"HCA Healthcare  Jacksonville, FL On-site",Medical Office Specialist,"[""patient care"", ""time management"", ""adaptability"", ""go"", ""medical"", ""leadership""]",5.0,,senior,3718,6
"Baptist Health  Jacksonville, FL On-site","Office Specialist I, Behavioral Health, Full Time/Days","[""excel"", ""communication"", ""time management"", ""rest"", ""medical""]",2.0,high school,,1919,5
La-Z-Boy of Central NJ,Retail Furniture Sales Consultant,"[""attention to detail"", ""crm"", ""sem"", ""go""]",1.0,,junior,1801,4
Rochester City School District,Principals - Secondary - Locations TBD,"[""critical thinking"", ""communication"", ""rest"", ""go"", ""spring"", ""problem solving"", ""leadership"", ""rust""]",5.0,master,senior,8490,8
University of Rochester,Associate Professor/Professor (TBD) - 230572,"[""nursing"", ""critical thinking"", ""excel"", ""teamwork"", ""go"", ""creativity"", ""medical"", ""leadership"", ""clinical""]",1.0,phd,junior,3443,9
Motivate LLC,Assistant Manager,"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""go"", ""creativity"", ""medical"", ""leadership""]",5.0,,senior,3866,10
ATLANTIS MANAGEMENT GROUP LLC,Assistant Manager- NYC,"[""excel"", ""communication"", ""adaptability"", ""medical"", ""leadership""]",8.0,,manager,1180,5
Estee Lauder Companies,"Assistant Manager, Social Media, La Mer","[""critical thinking"", ""excel"", ""social media"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""creativity"", ""medical"", ""leadership""]",5.0,bachelor,senior,5946,13
LULULEMON,"Assistant Manager, Operations | Nyc Downtown (Multiple Locations)","[""leadership""]",8.0,,manager,2592,1
"HCA Florida Memorial Hospital​  Jacksonville, FL On-site",Patient Care Tech,"[""nursing"", ""seo"", ""leadership"", ""communication"", ""adaptability"", ""go"", ""medical"", ""patient care""]",3.0,,mid,4290,8
"R1 RCM     Jacksonville, FL     On-site",Patient Access Representative,"[""excel"", ""sem"", ""teamwork"", ""rest"", ""go"", ""creativity"", ""medical"", ""patient care"", ""rust""]",2.0,high school,,4048,9
HCA Healthcare,Registrar,"[""medical"", ""nursing"", ""communication"", ""sem""]",5.0,high school,senior,2223,4
State of Indiana,Clerical Assistant,"[""excel"", ""communication"", ""sem"", ""attention to detail"", ""adaptability"", ""go"", ""medical""]",5.0,,senior,4898,7
Bosworth Hospitality Partners,File Clerk Remote,"[""time management"", ""attention to detail"", ""communication"", ""go""]",8.0,master,manager,1072,4
Knowledge Services,Admin/Clerical Recruiter,"[""critical thinking"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""adaptability"", ""go"", ""medical"", ""leadership""]",3.0,,,3217,9
Sarcoma Foundation of America  United States   Remote,"Sr Mgr, Outreach and Engagement","[""critical thinking"", ""communication"", ""time management"", ""teamwork"", ""go"", ""api"", ""creativity"", ""medical"", ""leadership"", ""clinical""]",5.0,bachelor,senior,3556,10
Circle Medical - a UCSF Health Affiliate  United States   Remote ,Escalations Specialist - Customer/Patient Experience Coordinator - Full Time Contract/Remote,"[""git"", ""excel"", ""communication"", ""aws"", ""adaptability"", ""medical"", ""problem solving"", ""patient care""]",1.0,,junior,5679,8
"Wyckoff Heights Medical Center  Brooklyn, NY 11237",Part-time   Patient Advocate,"[""medical"", ""communication""]",1.0,bachelor,junior,2662,2
Veeva Systems,"Senior Director, Digital Marketing - Remote","[""seo"", ""google analytics"", ""excel"", ""git"", ""sem"", ""aws"", ""digital marketing"", ""teamwork"", ""time management"", ""adaptability"", ""agile"", ""go"", ""api"", ""creativity"", ""leadership""]",5.0,,senior,4034,15
A Media.Monks Company,"Director, Digital Strategy","[""crm"", ""critical thinking"", ""excel"", ""git"", ""communication"", ""aws"", ""digital marketing"", ""rest"", ""creativity"", ""salesforce"", ""medical"", ""leadership""]",5.0,master,senior,4773,12
Upworks,Virtual administrative assistant,"[""excel"", ""communication"", ""time management"", ""go"", ""problem solving""]",2.0,high school,,1272,5
Virtual Vocations,Remote Administrative Assistant,"[""time management"", ""go""]",1.0,high school,,511,2
RemoteWorker USA,REMOTE Data Entry/Auditor,"[""auditing"", ""tax"", ""excel"", ""attention to detail"", ""go"", ""creativity"", ""problem solving"", ""leadership""]",3.0,,,2624,8
TarriTechnics,Work From Home - BEGIN IMMEDIATELY - Data Entry Clerk,"[""rest"", ""social media"", ""go""]",1.0,,junior,1869,3
BairesDev,Data Entry Specialist,"[""critical thinking"", ""excel"", ""teamwork"", ""attention to detail"", ""adaptability"", ""creativity"", ""leadership""]",2.0,,,2401,7
Apprentice Now,Software Developer- Entry Level,"[""excel"", ""communication"", ""sem"", ""time management"", ""medical"", ""problem solving"", ""leadership""]",1.0,high school,junior,2933,7
Staffigo,Business Analyst (Entry Level),"[""critical thinking"", ""agile"", ""creativity"", ""go"", ""medical""]",1.0,master,junior,2429,5
RWC Building Products,Entry Level Office Assistant,"[""time management"", ""excel"", ""leadership""]",1.0,,junior,1501,3
Core Soft Tech,Software test Engineer ( Entry Level ),"[""critical thinking"", ""go""]",1.0,,junior,862,2
Intel,System Software Development Engineer - Entry Level,"[""docker"", ""kubernetes"", ""git"", ""sem"", ""aws"", ""java"", ""rest"", ""go"", ""medical"", ""python"", ""rust""]",0.0,master,intern,3573,11
DISH,Satellite TV Installer - Entry Level,"[""sem"", ""time management"", ""go"", ""medical"", ""leadership""]",1.0,,junior,4672,5
Caldera Medical,"Sales Associate (Entry Level) Phoenix, AZ","[""critical thinking"", ""communication"", ""teamwork"", ""adaptability"", ""go"", ""medical"", ""leadership""]",1.0,bachelor,junior,3158,7
Firstsource Solution USA,Remote Patient Advocate Specialist,"[""excel"", ""communication"", ""aws"", ""time management"", ""go"", ""creativity"", ""medical"", ""leadership""]",1.0,high school,junior,5162,8
